Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
C3/222;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;35,0;35;
C3/229;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;41,0;41;
C3/307;C;Passadissos i escales;Accés a la unitat;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;24,0;24;
C3/310;C;Passadissos i escales;Passadís int. Física;;;;;;;;;;;;;;;;;Dep. Física;90,0;90;
C3/321;C;Passadissos i escales;Accés interior;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;39,0;39;
C3/407;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;35,0;35;
C3/410;C;Passadissos i escales;Passadis Entrada departament;;;;;;;;;;;;;;;;;Dep. Física;40,0;40;
C3/423;C;Passadissos i escales;Accés a la unitat;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;34,0;34;
C5B/002;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;225,0;225;
C5B/-106;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;24,0;24;
C5B/-110;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;26,0;26;
C5B/-120;C;Passadissos i escales;Porta Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C5B/-128;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;50,0;50;
C5/0P1;C;Passadissos i escales;Passadís C5-C7 senar;;;;;;;;;;;;;;;;;Fac. Ciències;110,0;110;
C5/0P2;C;Passadissos i escales;Passadís C5-C7 parell;;;;;;;;;;;;;;;;;Fac. Ciències;161,0;161;
C5/0P3;C;Passadissos i escales;Passadís C5 senar;;;;;;;;;;;;;;;;;Fac. Ciències;162,0;162;
C5/0P4;C;Passadissos i escales;Passadís Aules parell;;;;;;;;;;;;;;;;;Fac. Ciències;115,0;115;
C5/022;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;47,0;47;
C5/026;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;65,0;65;
C5/044;C;Passadissos i escales;Sortida jardí C5;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C5/-100;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;67,0;67;
C5/102;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;96,0;96;
C5/1060;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;40,0;40;
C5/1070;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;40,0;40;
C5/1084;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;48,0;48;
C5/117;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;49,0;49;
C5/126;C;Passadissos i escales;Accès Departament;;;;;;;;;;;;;;;;;Dep. Física;47,0;47;
C5/161;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;48,0;48;
C5/173;C;Passadissos i escales;Passasís;;;;;;;;;;;;;;;;;Facultat de Biociències;1,5;3;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;1,5;;
C5/216;C;Passadissos i escales;Passadís (Informació Quàntica);2a. porta d'accés C5/252;;;;;;;;;;;;;;;;Dep. Física;151,0;151;
C5/223;C;Passadissos i escales;Sortida;;;;;;;;;;;;;;;;;Facultat de Biociències;53,5;107;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;53,5;;
C5/302;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;21,5;43;
;;;;;;;;;;;;;;;;;;;;Dep. Física;21,5;;
C5/311;C;Passadissos i escales;Porta acces;;;;;;;;;;;;;;;;;Facultat de Biociències;3,5;7;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;3,5;;
C5/315;C;Passadissos i escales;Porta emergència accès escales;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;25,0;25;
C5/335;C;Passadissos i escales;Porta accès passadís laboratoris;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;48,0;48;
C5/345;C;Passadissos i escales;Porta sortida Passarel.la;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C5/4P1;C;Passadissos i escales;Passadís C5 senar;;;;;;;;;;;;;;;;;Dep. Química;59,0;59;
C5/416;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;ICTA;9,0;9;
C5/425-1;C;Passadissos i escales;Passarel·la senars/parell;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C5/446;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;ICTA;54,0;54;
C7B/002;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;234,0;234;
C7B/-1P2;C;Passadissos i escales;Passadís C7b P-1 Par;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;135,0;135;
C7B/-128;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;28,0;28;
C7B/-136;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;26,0;26;
C7/023;C;Passadissos i escales;Entrada Facultat nord;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C7/025;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C7/038;C;Passadissos i escales;Porta Passadis;;;;;;;;;;;;;;;;;Dep. Química;47,0;47;
C7/1P1;C;Passadissos i escales;Passadís interior C7 P1 senar;;;;;;;;;;;;;;;;;Dep. Química;150,0;150;
C7/-1P2;C;Passadissos i escales;Passadís C7 P-1 Par;;;;;;;;;;;;;;;;;Fac. Ciències;47,0;47;
C7/1V2;C;Passadissos i escales;Vestíbul C7 P2 parell;;;;;;;;;;;;;;;;;Dep. Química;61,0;61;
C7/102;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Química;70,0;70;
C7/114;C;Passadissos i escales;Accès torre senar;;;;;;;;;;;;;;;;;Dep. Química;20,0;20;
C7/2P1;C;Passadissos i escales;Passadís interior C7 P2 senar;;;;;;;;;;;;;;;;;Dep. Química;139,0;139;
C7/202;C;Passadissos i escales;Passadís Central Frontal;;;;;;;;;;;;;;;;;Dep. Química;68,0;68;
C7/214;C;Passadissos i escales;Accès torre senar;;;;;;;;;;;;;;;;;Dep. Química;20,0;20;
C7/231;C;Passadissos i escales;Pasarel·la senars/parells;;;;;;;;;;;;;;;;;Dep. Química;20,0;20;
C7/3P1;C;Passadissos i escales;Passadís interior;;;;;;;;;;;;;;;;;Dep. Química;154,0;154;
C7/302;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Química;68,0;68;
C7/314;C;Passadissos i escales;Accès torre senar;;;;;;;;;;;;;;;;;Dep. Química;20,0;20;
C7/327;C;Passadissos i escales;Pasarel·la senars/parells;;;;;;;;;;;;;;;;;Dep. Química;20,0;20;
C7/4P1;C;Passadissos i escales;Passadís C7 P4 senar;;;;;;;;;;;;;;;;;Dep. Química;154,0;154;
C7/404;C;Passadissos i escales;Passadís C7 Pta.4 parell;;;;;;;;;;;;;;;;;Dep. Química;74,0;74;
C7/422;C;Passadissos i escales;Accès torre senar;;;;;;;;;;;;;;;;;Dep. Química;19,0;19;
C7/427;C;Passadissos i escales;Passarel·la senars/parells;;;;;;;;;;;;;;;;;Dep. Química;19,0;19;
C7/505;C;Passadissos i escales;Sortida d`emergència;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/509;C;Passadissos i escales;Sortida coberta;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
CB/005;C;Sala de màquines i instal·lacions;Quadre eléctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
CB/109;C;Sala de màquines i instal·lacions;Rack;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;2;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;1,0;;
CB/117;C;Sala de màquines i instal·lacions;Quadre electric;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;2;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;1,0;;
C1/001;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;5,0;5;
C1/002;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C1/011;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;1;
C1/101;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C1/201;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C1/248;C;Sala de màquines i instal·lacions;Quadre de llums;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C1/309;C;Sala de màquines i instal·lacions;Laboratori de rec;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C1/-310;C;Sala de màquines i instal·lacions;Estació transformadora;;;;;;;;;;;;;;;;;Fac. Ciències;25,0;25;
C1/-312;C;Sala de màquines i instal·lacions;Estació transformadora;;;;;;;;;;;;;;;;;Fac. Ciències;23,0;23;
C1/319.3;C;Sala de màquines i instal·lacions;Galeria-Ventilació;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;2,0;2;
C1/344;C;Sala de màquines i instal·lacions;Magatzem quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C2/001;C;Sala de màquines i instal·lacions;Quadre de llums;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C2/041;C;Sala de màquines i instal·lacions;Sala revelat;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;4,0;4;
C2/064;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C2/084;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;1;
C2/101;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C2/144;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C2/203;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C2/222;C;Sala de màquines i instal·lacions;Màquines Geodinàmica;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/240;C;Sala de màquines i instal·lacions;Quadre elèctric/neteja;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;12,0;12;
C2/303;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C2/326;C;Sala de màquines i instal·lacions;Sala ordinadors;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/344;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;12,0;12;
C2/347;C;Sala de màquines i instal·lacions;Sala d`aparells 4;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;11,0;11;
C2/353;C;Sala de màquines i instal·lacions;Sala d`aparells 3;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;10,0;10;
C2/401;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C2/446;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C2/505-1;C;Sala de màquines i instal·lacions;Sala màquines ascensor;;;;;;;;;;;;;;;;;Fac. Ciències;5,0;5;
C2/506-1;C;Sala de màquines i instal·lacions;Sala màquines i ascensor;;;;;;;;;;;;;;;;;Fac. Ciències;5,0;5;
C3B/001;C;Sala de màquines i instal·lacions;Maquinària de l`ascensor;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C3B/003;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;3,0;3;
C3B/019;C;Sala de màquines i instal·lacions;Distribuïdor;;;;;;;;;;;;;;;;;Fac. Ciències;3,0;3;
C3B/019-2;C;Sala de màquines i instal·lacions;Sala de calderes;;;;;;;;;;;;;;;;;Fac. Ciències;7,0;7;
C3B/101;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;2,0;2;
C3B/104;C;Sala de màquines i instal·lacions;Quartet neteja;;;;;;;;;;;;;;;;;Dep. Matemàti.;5,0;5;
C3/005;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C3/006;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C3/024;C;Sala de màquines i instal·lacions;Quart de Compressors;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C3/101;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;6,0;6;
C3/-104;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C3/152;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C3/201;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C3/227-1;C;Sala de màquines i instal·lacions;Pati instal·lacions;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/240;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;5,0;5;
C3/301;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;6,0;6;
C3/302;C;Sala de màquines i instal·lacions;Quadre electric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C3/309;C;Sala de màquines i instal·lacions;Cambra 25º;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;4,0;4;
C3/311;C;Sala de màquines i instal·lacions;Cambra 37 C.;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;4,0;4;
C3/312-2;C;Sala de màquines i instal·lacions;Armari instalacions;;;;;;;;;;;;;;;;;Dep. Física;2,0;2;
C3/354-6;C;Sala de màquines i instal·lacions;Armari instalacions;;;;;;;;;;;;;;;;;Dep. Física;2,0;2;
C3/401;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C3/402;C;Sala de màquines i instal·lacions;Quadre electric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C3/426-4;C;Sala de màquines i instal·lacions;Pati Instal-lacions;;;;;;;;;;;;;;;;;Dep. Física;2,0;2;
C3/426-6;C;Sala de màquines i instal·lacions;Pati Instal-lacions;;;;;;;;;;;;;;;;;Dep. Física;2,0;2;
C3/427;C;Sala de màquines i instal·lacions;Cambra 37 C;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/429;C;Sala de màquines i instal·lacions;Cambra 25ºC;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C5B/038;C;Sala de màquines i instal·lacions;Motor muntacàrregues;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C5B/066;C;Sala de màquines i instal·lacions;Quadre de llums CREAF Ecologia;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C5B/-102;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;17,0;17;
C5B/-170;C;Sala de màquines i instal·lacions;Maquinària de l`ascensor;;;;;;;;;;;;;;;;;Fac. Ciències;4,5;9;
;;;;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;4,5;;
C5/005;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C5/006;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C5/-102;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;5,0;5;
C5/-104;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C5/105;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C5/1054;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;21,0;21;
C5/1092;C;Sala de màquines i instal·lacions;Sala fotocòpies;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C5/201;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C5/202;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C5/301;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C5/315-1;C;Sala de màquines i instal·lacions;Pati Instal·lacions;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C5/316;C;Sala de màquines i instal·lacions;Planta Aigua;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;14,0;14;
C5/328;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;11,0;11;
C5/401;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C5/402;C;Sala de màquines i instal·lacions;Sala de màquines;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C5/444;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;ICTA;4,0;4;
C7B/-102;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;11,0;11;
C7/004;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C7/021;C;Sala de màquines i instal·lacions;Sala màquines i gasos;;;;;;;;;;;;;;;;;Dep. Química;13,0;26;
;;;;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;13,0;;
C7/047;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C7/049;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C7/138;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C7/238;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C7/267;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C7/363;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C7/402;C;Sala de màquines i instal·lacions;Bomba Centrífuga;;;;;;;;;;;;;;;;;Dep. Química;2,0;2;
C7/450;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C7/465;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;3,0;3;
C7/503;C;Sala de màquines i instal·lacions;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
CB/006;C;Vestíbuls i sales d'espera;vestíbul;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
CB/015;C;Vestíbuls i sales d'espera;vestíbul;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
CB/104;C;Vestíbuls i sales d'espera;Vestíbul;;;;;;;;;;;;;;;;;Facultat de Biociències;1,0;2;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;;
CB/118;C;Vestíbuls i sales d'espera;Vestíbul;;;;;;;;;;;;;;;;;Fac. Ciències;1,0;2;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;1,0;;
C0/001;C;Vestíbuls i sales d'espera;Vestíbul;;;;;;;;;;;;;;;;;Fac. Ciències;33,0;33;
C0/002;C;Vestíbuls i sales d'espera;Vestíbul Biblioteca;;;;;;;;;;;;;;;;;Fac. Ciències;177,0;177;
C0/-104;C;Vestíbuls i sales d'espera;Distribuïdor;;;;;;;;;;;;;;;;;Fac. Ciències;44,0;44;
C1/023;C;Vestíbuls i sales d'espera;Consell d`Estudi. distribuïdor;;;;;;;;;;;;;;;;;Fac. Ciències;14,0;14;
C1/1V1;C;Vestíbuls i sales d'espera;Vestíbul de Zoologia;;;;;;;;;;;;;;;;;Fac. Ciències;61,0;61;
C1/1V2;C;Vestíbuls i sales d'espera;Vestíbul Matemàtiques;;;;;;;;;;;;;;;;;Dep. Matemàti.;61,0;61;
C1/-101;C;Vestíbuls i sales d'espera;Accés a la Facultat;2ª Porta c1/-103;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;20,0;20;
C1/-102;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C1/-104;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C1/-105;C;Vestíbuls i sales d'espera;Vestíbul de la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;173,0;173;
C1/-106;C;Vestíbuls i sales d'espera;Vestíbul de la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;174,0;174;
C1/-107;C;Vestíbuls i sales d'espera;Vestíbul de la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;174,0;174;
C1/-108;C;Vestíbuls i sales d'espera;Vestíbul de la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;174,0;174;
C1/2V1;C;Vestíbuls i sales d'espera;Vestíbul BAVE-Zoo;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;63,0;63;
C1/2V2;C;Vestíbuls i sales d'espera;Vestíbul Matemàtiques;;;;;;;;;;;;;;;;;Dep. Matemàti.;63,0;63;
C1/3V1;C;Vestíbuls i sales d'espera;Vestíbul;;;;;;;;;;;;;;;;;Fac. Ciències;62,0;62;
C1/3V2;C;Vestíbuls i sales d'espera;Vestíbul Matemàtiques;;;;;;;;;;;;;;;;;Dep. Matemàti.;62,0;62;
C1/347;C;Vestíbuls i sales d'espera;Passadís Despatxos;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;10,0;10;
C2/003;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;545,0;545;
C2/007;C;Vestíbuls i sales d'espera;Acces Departament;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;21,0;21;
C2/068;C;Vestíbuls i sales d'espera;Accés a l`espai central;;;;;;;;;;;;;;;;;Fac. Ciències;44,0;44;
C2/1V1;C;Vestíbuls i sales d'espera;Vestíbul Citologia planta 1;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;61,0;61;
C2/1V2;C;Vestíbuls i sales d'espera;Vestíbul planta 1 - Geologia;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;71,0;71;
C2/-101;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C2/-102;C;Vestíbuls i sales d'espera;Accés a la Facultat;Segona porta C2/-100;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;19,0;19;
C2/-102.1;C;Vestíbuls i sales d'espera;Accès al vestibul;Segona porta C2/-100.1 C2/-105 C2/-107;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;453,0;453;
C2/-103;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C2/-104;C;Vestíbuls i sales d'espera;Accés a departament Biologia Cel·lular;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;60,0;60;
C2/-105;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;222,0;222;
C2/-107;C;Vestíbuls i sales d'espera;Accés a la Facultat;;;;;;;;;;;;;;;;;Fac. Ciències;36,0;36;
C2/-109;C;Vestíbuls i sales d'espera;Accés ala;;;;;;;;;;;;;;;;;Fac. Ciències;49,0;49;
C2/-157;C;Vestíbuls i sales d'espera;Hall i passadís;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;130,0;130;
C2/2V1;C;Vestíbuls i sales d'espera;Vestíbul Bioquímica planta 2;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;62,0;62;
C2/2V2;C;Vestíbuls i sales d'espera;Vestíbul Geologia planta 2;;;;;;;;;;;;;;;;;Dep. Geologia;62,0;62;
C2/231;C;Vestíbuls i sales d'espera;Distribuïdor;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;7,0;7;
C2/3V1;C;Vestíbuls i sales d'espera;Vestíbul Bioquímica planta 3;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;62,0;62;
C2/3V2;C;Vestíbuls i sales d'espera;Vestíbul Geologia planta 3;;;;;;;;;;;;;;;;;Dep. Geologia;63,0;63;
C2/341;C;Vestíbuls i sales d'espera;Distribuïdor;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;7,0;7;
C2/4V1;C;Vestíbuls i sales d'espera;Vestíbul Bioquímica planta 4;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;40,0;40;
C2/4V2;C;Vestíbuls i sales d'espera;Vestíbul Fisio. Veg. planta 4;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;62,0;62;
C2/429;C;Vestíbuls i sales d'espera;Porta d`emergència-accès parel;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/501;C;Vestíbuls i sales d'espera;Accés cobert;;;;;;;;;;;;;;;;;Fac. Ciències;85,0;85;
C2/502;C;Vestíbuls i sales d'espera;Accés cobert;;;;;;;;;;;;;;;;;Fac. Ciències;11,0;11;
C3B/102;C;Vestíbuls i sales d'espera;vestibul;;;;;;;;;;;;;;;;;Dep. Matemàti.;2,0;2;
C3B/128;C;Vestíbuls i sales d'espera;Accès Porta Sortida de Emergència;;;;;;;;;;;;;;;;;Dep. Matemàti.;2,0;2;
